[00:54:43] [INIT] KubeJS 2001.6.5-build.16; MC 2001 forge
[00:54:43] [INIT] Loaded plugins:
[00:54:43] [INIT] - dev.latvian.mods.kubejs.forge.BuiltinKubeJSForgePlugin
[00:54:43] [INIT] - dev.latvian.mods.kubejs.forge.BuiltinKubeJSForgeClientPlugin
[00:54:43] [INIT] - dev.latvian.mods.kubejs.integration.forge.gamestages.GameStagesIntegration
[00:54:43] [INIT] - dev.ftb.mods.ftbxmodcompat.ftbquests.kubejs.KubeJSIntegration
[00:54:43] [INIT] - dev.ftb.mods.ftbxmodcompat.ftbteams.kubejs.FTBTeamsKubeJSPlugin
[00:54:44] [INFO] example.js#5: Hello, World! (Loaded server scripts)
[00:54:44] [INFO] Loaded script server_scripts:example.js in 0.003 s
[00:54:44] [INFO] Loaded script server_scripts:start.js in 0.001 s
[00:54:44] [INFO] Loaded 2/2 KubeJS server scripts in 0.007 s with 0 errors and 0 warnings
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/shulkerate/upgrade/shulkerate_hoe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/knightmetal_round_shield[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/gold_plate_shield[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:legendary/abyss_terror[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/totemic_gold_machete[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:vanilla/upgrade/golden_leggings[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/totemic_gold_claw[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/eternium_plate_shield[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'divine_weaponry:netherite_dagger_craft[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/sculkium/upgrade/sculkium_hoe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/steeleaf_round_shield[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/ironwood_claw[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/sculkium/upgrade/sculkium_pickaxe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/steeleaf_battle_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/fiery_claw[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/totemic_gold/upgrade/totemic_gold_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/shulkerate/upgrade/shulkerate_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/shulkerate_throwing_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/sculkium/upgrade/sculkium_boots[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/shulkerate_machete[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/shulkerate/upgrade/shulkerate_boots[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/poseidite/upgrade/poseidite_chestplate[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/sculkium/upgrade/sculkium_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/totemic_gold/upgrade/totemic_gold_chestplate[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/eternium_hammer[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/gold_round_shield[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/totemic_gold_round_shield[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/eternium_battle_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/fiery_spear[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/eternium_javelin[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/sculkium/upgrade/sculkium_chestplate[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/poseidite_javelin[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/poseidite/upgrade/poseidite_helmet[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:vanilla/upgrade/diamond_pickaxe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/ironwood_dagger[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/ironwood_plate_shield[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/poseidite/upgrade/poseidite_pickaxe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:legendary/dogmatic_standoff[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'divine_weaponry:netherite_katana_craft[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/totemic_gold_plate_shield[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/knightmetal_plate_shield[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'nyfsarcheryplus:iron_arrowhead[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/gold_battle_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:legendary/abyss_resonance[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:vanilla/upgrade/diamond_chestplate[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe '1_splatus:ultris/ominous_eye[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/fiery_machete[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/poseidite_battle_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/shulkerate/upgrade/shulkerate_helmet[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/steeleaf_javelin[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/iron_hammer[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/ironwood_spear[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/diamond_javelin[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/poseidite/upgrade/poseidite_sword[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:legendary/dogmatic_punishment[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:legendary/axe_of_cursed_flame[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/gold_spear[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/sculkium/upgrade/sculkium_helmet[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:vanilla/upgrade/diamond_boots[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:vanilla/upgrade/golden_chestplate[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/totemic_gold/upgrade/totemic_gold_leggings[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/shulkerate_battle_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/ironwood_round_shield[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/ironwood_battle_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/eternium/upgrade/eternium_sword[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/shulkerate_spear[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'divine_weaponry:jotunn_battleaxe_craft[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/knightmetal_machete[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:vanilla/upgrade/golden_sword[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:legendary/haunting_demon_of_the_end[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/poseidite/upgrade/poseidite_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/totemic_gold/upgrade/totemic_gold_shovel[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'divine_weaponry:netherite_cutlass_craft[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'divine_weaponry:sobek_rapier_craft[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:legendary/barbaric_hallow[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/shulkerate/upgrade/shulkerate_chestplate[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/iron_machete[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/eternium/upgrade/eternium_pickaxe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'divine_weaponry:netherite_hammer_craft[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:vanilla/upgrade/diamond_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/diamond_throwing_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/totemic_gold_hammer[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/iron_throwing_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:vanilla/upgrade/diamond_leggings[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/shulkerate_hammer[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:legendary/shadow_shredder[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/eternium_throwing_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/shulkerate/upgrade/shulkerate_leggings[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:vanilla/upgrade/iron_sword[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/eternium/upgrade/eternium_chestplate[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'divine_weaponry:tunupa_glaive_craft[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'divine_weaponry:netherite_spear_craft[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/shulkerate_javelin[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/steeleaf_claw[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/fiery_throwing_axe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'rtdd:f_64[minecraft:stonecutting]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'nyfsarcheryplus:golden_arrowhead[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/steeleaf_spear[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/gold_machete[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/ironwood_javelin[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2complements:generated_tools/totemic_gold/upgrade/totemic_gold_hoe[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/fiery_dagger[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'divine_weaponry:netherite_longsword_craft[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'nyfsarcheryplus:stone_arrowhead[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/diamond_spear[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'nyfsarcheryplus:diamond_arrowhead[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [WARN] Failed to parse recipe 'l2weaponry:generated/upgrade/diamond_dagger[minecraft:smithing_transform]'! Falling back to vanilla: Ingredient 'template' can't be empty!
[00:54:48] [INFO] Found 21780 recipes in 157.2 ms
[00:54:48] [INFO] Posted recipe events in 3.944 ms
[00:54:48] [WARN] Error parsing recipe twilighttweaks:uncrafting/knightmetal_ingot_uncraft[twilightforest:uncrafting]: {"type":"twilightforest:uncrafting","ingredient":{"item":"twilightforest:knightmetal_ingot"},"count":1,"cost":5,"pattern":["000","000","000"],"key":{"0":{"item":"twilightforest:armor_shard"}}}: Missing input, expected to find a JsonObject
[00:54:48] [WARN] Error parsing recipe farmersrespite:emptying/water_cup[create:emptying]: {"type":"create:emptying","ingredients":[{"item":"miners_delight:water_cup"}],"results":[{"item":"miners_delight:copper_cup"},{"amount":250,"fluid":"minecraft:water"}]}: Unknown item 'miners_delight:water_cup'
[00:54:48] [WARN] Error parsing recipe create:cutting/compat/blue_skies/stripped_cherry_log[create:cutting]: {"type":"create:cutting","conditions":[{"type":"forge:mod_loaded","modid":"blue_skies"}],"ingredients":[{"item":"blue_skies:stripped_cherry_log"}],"processingTime":50,"results":[{"count":6,"item":"blue_skies:cherry_planks"}]}: Unknown item 'blue_skies:stripped_cherry_log'
[00:54:48] [WARN] Error parsing recipe twilighttweaks:uncrafting/damaged_anvil_uncraft[twilightforest:uncrafting]: {"type":"twilightforest:uncrafting","ingredient":{"item":"minecraft:damaged_anvil"},"count":1,"cost":6,"pattern":["00 "," 0 ","000"],"key":{"0":{"item":"minecraft:iron_ingot"}}}: Missing input, expected to find a JsonObject
[00:54:48] [WARN] Error parsing recipe farmersrespite:pouring/water_cup[farmersrespite:kettle_pouring]: {"type":"farmersrespite:kettle_pouring","amount":250,"container":{"item":"miners_delight:copper_cup"},"fluid":"minecraft:water","output":{"item":"miners_delight:water_cup"}}: Unknown item 'miners_delight:copper_cup'
[00:54:48] [WARN] Error parsing recipe create:cutting/compat/blue_skies/cherry_log[create:cutting]: {"type":"create:cutting","conditions":[{"type":"forge:mod_loaded","modid":"blue_skies"}],"ingredients":[{"item":"blue_skies:cherry_log"}],"processingTime":50,"results":[{"item":"blue_skies:stripped_cherry_log"}]}: Unknown item 'blue_skies:cherry_log'
[00:54:48] [WARN] Error parsing recipe iceandfire:mobs/stymphalian_bird[cagedmobs:entity_data]: {"type":"cagedmobs:entity_data","conditions":[{"type":"forge:mod_loaded","modid":"iceandfire"}],"entity":"iceandfire:stymphalian_bird","samplerTier":2,"environments":["farm"],"growTicks":1200,"results":[{"chance":0.7,"output":{"item":"iceandfire:stymphalian_bird_feather"},"minAmount":1,"maxAmount":3},{"lightning":true,"chance":0.025,"output":{"item":"iceandfire:stymphalian_skull"},"minAmount":1,"maxAmount":1},{"chance":0.25,"output":{"item":"minecraft:iron_ingot"},"minAmount":1,"maxAmount":3},{"chance":0.1,"output":{"item":"iceandfire:copper_ingot"},"minAmount":1,"maxAmount":3},{"chance":0.25,"output":{"item":"iceandfire:copper_nugget"},"minAmount":1,"maxAmount":3}]}: Unknown item 'iceandfire:copper_ingot'
[00:54:48] [WARN] Error parsing recipe create:cutting/compat/biomesoplenty/cherry_log[create:cutting]: {"type":"create:cutting","conditions":[{"type":"forge:mod_loaded","modid":"biomesoplenty"}],"ingredients":[{"item":"biomesoplenty:cherry_log"}],"processingTime":50,"results":[{"item":"biomesoplenty:stripped_cherry_log"}]}: Unknown item 'biomesoplenty:cherry_log'
[00:54:48] [WARN] Error parsing recipe twilighttweaks:uncrafting/written_book_uncraft[twilightforest:uncrafting]: {"type":"twilightforest:uncrafting","ingredient":{"item":"minecraft:written_book"},"count":1,"cost":2,"pattern":["01 "],"key":{"0":{"item":"minecraft:book"},"1":{"item":"minecraft:ink_sac"}}}: Missing input, expected to find a JsonObject
[00:54:48] [WARN] Error parsing recipe farmersrespite:filling/water_cup[create:filling]: {"type":"create:filling","ingredients":[{"item":"miners_delight:copper_cup"},{"amount":250,"fluid":"minecraft:water","nbt":{}}],"results":[{"item":"miners_delight:water_cup"}]}: Unknown item 'miners_delight:copper_cup'
[00:54:48] [WARN] Error parsing recipe twilighttweaks:uncrafting/bell_uncraft[twilightforest:uncrafting]: {"type":"twilightforest:uncrafting","ingredient":{"item":"minecraft:bell"},"count":1,"cost":3,"pattern":["111"," 0 ","202"],"key":{"0":{"item":"minecraft:gold_ingot"},"1":{"item":"minecraft:stick"},"2":{"item":"minecraft:gold_nugget"}}}: Missing input, expected to find a JsonObject
[00:54:48] [WARN] Error parsing recipe twilightforest:environments/maze[cagedmobs:environment_data]: {"type":"cagedmobs:environment_data","conditions":[{"type":"forge:mod_loaded","modid":"twilightforest"}],"input":{"item":"twilightforest:maze_stone_brick"},"render":"twilightforest:maze_stone_brick","growModifier":1.0,"categories":["maze"]}: Unknown item 'twilightforest:maze_stone_brick'
[00:54:48] [WARN] Error parsing recipe delightful:food/kettle/lavender_tea[farmersrespite:brewing]: {"type":"farmersrespite:brewing","container":{"item":"minecraft:glass_bottle"},"cookingtime":2400,"experience":0.35,"ingredients":[{"tag":"forge:tea_leaves"},{"tag":"forge:lavender"}],"needwater":true,"recipe_book_tab":"drinks","result":{"item":"delightful:lavender_tea"}}: No base fluid for brewing recipe
[00:54:48] [WARN] Error parsing recipe iceandfire:bosses/sea_serpent[cagedmobs:entity_data]: {"type":"cagedmobs:entity_data","conditions":[{"type":"forge:mod_loaded","modid":"iceandfire"}],"entity":"iceandfire:sea_serpent","samplerTier":3,"environments":["sand"],"growTicks":2400,"requiresWater":true,"results":[{"chance":0.1,"output":{"item":"iceandfire:sea_serpent_scales_teal"},"minAmount":1,"maxAmount":1},{"chance":0.1,"output":{"item":"iceandfire:sea_serpent_scales_blue"},"minAmount":1,"maxAmount":1},{"chance":0.1,"output":{"item":"iceandfire:sea_serpent_scales_deepblue"},"minAmount":1,"maxAmount":1},{"chance":0.1,"output":{"item":"iceandfire:sea_serpent_scales_purple"},"minAmount":1,"maxAmount":1},{"chance":0.1,"output":{"item":"iceandfire:sea_serpent_scales_green"},"minAmount":1,"maxAmount":1},{"chance":0.1,"output":{"item":"iceandfire:sea_serpent_scales_bronze"},"minAmount":1,"maxAmount":1},{"chance":0.1,"output":{"item":"iceandfire:sea_serpent_scales_red"},"minAmount":1,"maxAmount":1},{"chance":0.5,"output":{"item":"iceandfire:sea_serpent_fang"},"minAmount":1,"maxAmount":1},{"lightning":true,"chance":0.025,"output":{"item":"iceandfire:sea_serpent_skull"},"minAmount":1,"maxAmount":1}]}: Unknown item 'iceandfire:sea_serpent_skull'
[00:54:48] [WARN] Error parsing recipe create:cutting/compat/blue_skies/stripped_cherry_wood[create:cutting]: {"type":"create:cutting","conditions":[{"type":"forge:mod_loaded","modid":"blue_skies"}],"ingredients":[{"item":"blue_skies:stripped_cherry_wood"}],"processingTime":50,"results":[{"count":6,"item":"blue_skies:cherry_planks"}]}: Unknown item 'blue_skies:stripped_cherry_wood'
[00:54:48] [WARN] Error parsing recipe twilighttweaks:uncrafting/tipped_arrow_uncraft[twilightforest:uncrafting]: {"type":"twilightforest:uncrafting","ingredient":{"item":"minecraft:tipped_arrow"},"count":8,"cost":4,"pattern":["000","0 0","000"],"key":{"0":{"item":"minecraft:arrow"}}}: Missing input, expected to find a JsonObject
