1, wan_ancient_beasts:abandoned_housing, HEADING, header:ignore, 0, 0, 0
375, totw_modded:moon, HEADING, header:ignore, 0, 0, 0
376, betterarcheology:mott, HEADING, header:ignore, 0, 0, 0
377, betterend:mountain, HEADING, header:ignore, 0, 0, 0
378, imst:mountain_camp, HEADING, header:ignore, 0, 0, 0
379, mss:mushroom, HEADING, header:ignore, 0, 0, 0
380, graveyard:mushroom_grave, HEADING, header:ignore, 0, 0, 0
381, dungeons_arise:mushroom_house, HEADING, header:ignore, 0, 0, 0
382, dungeons_arise:mushroom_mines, HEADING, header:ignore, 0, 0, 0
383, nyctophobia:mushroom_structure, HEADING, header:ignore, 0, 0, 0
384, twilightforest:mushroom_tower, HEADING, header:ignore, 0, 0, 0
385, dungeons_arise:mushroom_village, HEADING, header:ignore, 0, 0, 0
386, twilightforest:naga_courtyard, HEADING, header:ignore, 0, 0, 0
387, blue_skies:nature_dungeon, HEADING, header:ignore, 0, 0, 0
388, blue_skies:nature_dungeon, MONSTER, blue_skies:stonelet, 10, 1, 1
389, blue_skies:nature_dungeon, MONSTER, blue_skies:spewter, 10, 1, 1
390, totw_modded:nether, HEADING, header:ignore, 0, 0, 0
391, minecraft:nether_fossil, HEADING, header:ignore, 0, 0, 0
392, minecraft:nether_fossil, MONSTER, alexsmobs:soul_vulture, 12, 1, 1
393, paraglider:nether_horned_statue, HEADING, header:ignore, 0, 0, 0
394, nova_structures:nether_keep, HEADING, header:ignore, 0, 0, 0
395, nova_structures:nether_keep, MONSTER, minecraft:blaze, 10, 2, 3
396, nova_structures:nether_keep, MONSTER, minecraft:zombified_piglin, 10, 4, 4
397, nova_structures:nether_keep, MONSTER, minecraft:wither_skeleton, 10, 5, 5
398, nova_structures:nether_keep, MONSTER, minecraft:skeleton, 10, 5, 5
399, nova_structures:nether_keep, MONSTER, minecraft:magma_cube, 10, 4, 4
400, nova_structures:nether_port, HEADING, header:ignore, 0, 0, 0
401, nova_structures:nether_port, MONSTER, minecraft:blaze, 10, 1, 2
402, nova_structures:nether_port, MONSTER, minecraft:zombified_piglin, 10, 1, 2
403, nova_structures:nether_port, MONSTER, minecraft:wither_skeleton, 10, 1, 3
404, nova_structures:nether_port, MONSTER, minecraft:skeleton, 10, 1, 5
405, nova_structures:nether_port, MONSTER, minecraft:magma_cube, 10, 1, 2
406, mss:nether_portal, HEADING, header:ignore, 0, 0, 0
407, shrines:nether_pyramid_nether, HEADING, header:ignore, 0, 0, 0
408, shrines:nether_pyramid_overworld, HEADING, header:ignore, 0, 0, 0
409, incendium:nether_reactor, HEADING, header:ignore, 0, 0, 0
410, shrines:nether_shrine_nether, HEADING, header:ignore, 0, 0, 0
411, shrines:nether_shrine_overworld, HEADING, header:ignore, 0, 0, 0
412, nova_structures:nether_skeleton_tower_basalt, HEADING, header:ignore, 0, 0, 0
413, nova_structures:nether_skeleton_tower_crimson, HEADING, header:ignore, 0, 0, 0
414, nova_structures:nether_skeleton_tower_soul, HEADING, header:ignore, 0, 0, 0
415, nova_structures:nether_skeleton_tower_warped, HEADING, header:ignore, 0, 0, 0
416, totw_additions:nether_tower, HEADING, header:ignore, 0, 0, 0
417, awesomedungeonnether:nth_absi_palace, HEADING, header:ignore, 0, 0, 0
418, awesomedungeonnether:nth_accum_quad, HEADING, header:ignore, 0, 0, 0
419, awesomedungeonnether:nth_blaze_tower, HEADING, header:ignore, 0, 0, 0
420, awesomedungeonnether:nth_center_square, HEADING, header:ignore, 0, 0, 0
421, awesomedungeonnether:nth_giant_crimson_tree, HEADING, header:ignore, 0, 0, 0
422, awesomedungeonnether:nth_obsi_house, HEADING, header:ignore, 0, 0, 0
423, verdantvibes:oak_overgrown_hut, HEADING, header:ignore, 0, 0, 0
424, shrines:oasis_shrine, HEADING, header:ignore, 0, 0, 0
425, bakery:oat_field, HEADING, header:ignore, 0, 0, 0
426, bakery:oat_field, CREATURE, minecraft:pig, 10, 1, 4
427, imst:observatory, HEADING, header:ignore, 0, 0, 0
428, bosses_of_mass_destruction:obsidilith_arena, HEADING, header:ignore, 0, 0, 0
429, totw_modded:ocean, HEADING, header:ignore, 0, 0, 0
430, totw_reworked:ocean, HEADING, header:ignore, 0, 0, 0
431, awesomedungeonocean:ocean_cage, HEADING, header:ignore, 0, 0, 0
432, betteroceanmonuments:ocean_monument, HEADING, header:ignore, 0, 0, 0
433, betteroceanmonuments:ocean_monument, MONSTER, minecraft:guardian, 10, 2, 4
434, awesomedungeonocean:ocean_quad, HEADING, header:ignore, 0, 0, 0
435, minecraft:ocean_ruin_cold, HEADING, header:ignore, 0, 0, 0
436, awesomedungeonocean:ocean_ruin_pillager, HEADING, header:ignore, 0, 0, 0
437, awesomedungeonocean:ocean_ruin_vanilla_temple, HEADING, header:ignore, 0, 0, 0
438, minecraft:ocean_ruin_warm, HEADING, header:ignore, 0, 0, 0
439, awesomedungeonocean:ocean_temple_quad, HEADING, header:ignore, 0, 0, 0
440, awesomedungeonocean:ocean_the_column_temple, HEADING, header:ignore, 0, 0, 0
441, totw_modded:ocean_warm, HEADING, header:ignore, 0, 0, 0
442, totw_reworked:ocean_warm, HEADING, header:ignore, 0, 0, 0
443, awesomedungeonocean:ocean_warn_temple, HEADING, header:ignore, 0, 0, 0
444, shrines:oriental_hut, HEADING, header:ignore, 0, 0, 0
445, shrines:oriental_sanctuary, HEADING, header:ignore, 0, 0, 0
446, aquamirae:outpost, HEADING, header:ignore, 0, 0, 0
447, aquamirae:outpost, MONSTER, minecraft:pillager, 10, 1, 2
448, aquamirae:outpost, MONSTER, minecraft:vindicator, 10, 1, 1
449, betterend:painted_mountain, HEADING, header:ignore, 0, 0, 0
450, verdantvibes:palm_campfire, HEADING, header:ignore, 0, 0, 0
451, mss:palm_island, HEADING, header:ignore, 0, 0, 0
452, nova_structures:piglin_camp, HEADING, header:ignore, 0, 0, 0
453, nova_structures:piglin_outstation, HEADING, header:ignore, 0, 0, 0
454, nova_structures:piglin_outstation, MONSTER, minecraft:piglin, 10, 1, 1
455, incendium:piglin_village, HEADING, header:ignore, 0, 0, 0
456, minecraft:pillager_outpost, HEADING, header:ignore, 0, 0, 0
457, minecraft:pillager_outpost, MONSTER, minecraft:pillager, 10, 1, 1
458, towns_and_towers:pillager_outpost_badlands, HEADING, header:ignore, 0, 0, 0
459, towns_and_towers:pillager_outpost_badlands, MONSTER, minecraft:pillager, 10, 1, 2
460, towns_and_towers:pillager_outpost_beach, HEADING, header:ignore, 0, 0, 0
461, towns_and_towers:pillager_outpost_beach, MONSTER, minecraft:pillager, 10, 1, 2
462, towns_and_towers:pillager_outpost_birch_forest, HEADING, header:ignore, 0, 0, 0
463, towns_and_towers:pillager_outpost_birch_forest, MONSTER, minecraft:pillager, 10, 1, 2
464, towns_and_towers:pillager_outpost_desert, HEADING, header:ignore, 0, 0, 0
465, towns_and_towers:pillager_outpost_desert, MONSTER, minecraft:pillager, 10, 1, 2
466, towns_and_towers:pillager_outpost_flower_forest, HEADING, header:ignore, 0, 0, 0
467, towns_and_towers:pillager_outpost_flower_forest, MONSTER, minecraft:pillager, 10, 1, 2
468, towns_and_towers:pillager_outpost_forest, HEADING, header:ignore, 0, 0, 0
469, towns_and_towers:pillager_outpost_forest, MONSTER, minecraft:pillager, 10, 1, 2
470, towns_and_towers:pillager_outpost_grove, HEADING, header:ignore, 0, 0, 0
471, towns_and_towers:pillager_outpost_grove, MONSTER, minecraft:pillager, 10, 1, 2
472, towns_and_towers:pillager_outpost_jungle, HEADING, header:ignore, 0, 0, 0
473, towns_and_towers:pillager_outpost_jungle, MONSTER, minecraft:pillager, 10, 1, 2
474, towns_and_towers:pillager_outpost_meadow, HEADING, header:ignore, 0, 0, 0
475, towns_and_towers:pillager_outpost_meadow, MONSTER, minecraft:pillager, 10, 1, 2
476, towns_and_towers:pillager_outpost_mushroom_fields, HEADING, header:ignore, 0, 0, 0
477, towns_and_towers:pillager_outpost_ocean, HEADING, header:ignore, 0, 0, 0
478, towns_and_towers:pillager_outpost_ocean, MONSTER, minecraft:pillager, 10, 1, 2
479, towns_and_towers:pillager_outpost_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
480, towns_and_towers:pillager_outpost_old_growth_taiga, MONSTER, minecraft:pillager, 10, 1, 2
481, towns_and_towers:pillager_outpost_savanna, HEADING, header:ignore, 0, 0, 0
482, towns_and_towers:pillager_outpost_savanna, MONSTER, minecraft:pillager, 10, 1, 2
483, towns_and_towers:pillager_outpost_savanna_plateau, HEADING, header:ignore, 0, 0, 0
484, towns_and_towers:pillager_outpost_savanna_plateau, MONSTER, minecraft:pillager, 10, 1, 2
485, towns_and_towers:pillager_outpost_snowy_beach, HEADING, header:ignore, 0, 0, 0
486, towns_and_towers:pillager_outpost_snowy_beach, MONSTER, minecraft:pillager, 10, 1, 2
487, towns_and_towers:pillager_outpost_snowy_plains, HEADING, header:ignore, 0, 0, 0
488, towns_and_towers:pillager_outpost_snowy_plains, MONSTER, minecraft:pillager, 10, 1, 2
489, towns_and_towers:pillager_outpost_snowy_slopes, HEADING, header:ignore, 0, 0, 0
490, towns_and_towers:pillager_outpost_snowy_slopes, MONSTER, minecraft:pillager, 10, 1, 2
491, towns_and_towers:pillager_outpost_snowy_taiga, HEADING, header:ignore, 0, 0, 0
492, towns_and_towers:pillager_outpost_snowy_taiga, MONSTER, minecraft:pillager, 10, 1, 2
493, towns_and_towers:pillager_outpost_sparse_jungle, HEADING, header:ignore, 0, 0, 0
494, towns_and_towers:pillager_outpost_sparse_jungle, MONSTER, minecraft:pillager, 10, 1, 2
495, towns_and_towers:pillager_outpost_sunflower_plains, HEADING, header:ignore, 0, 0, 0
496, towns_and_towers:pillager_outpost_sunflower_plains, MONSTER, minecraft:pillager, 10, 1, 2
497, towns_and_towers:pillager_outpost_swamp, HEADING, header:ignore, 0, 0, 0
498, towns_and_towers:pillager_outpost_swamp, MONSTER, minecraft:pillager, 10, 1, 2
499, towns_and_towers:pillager_outpost_taiga, HEADING, header:ignore, 0, 0, 0
500, towns_and_towers:pillager_outpost_taiga, MONSTER, minecraft:pillager, 10, 1, 2
501, towns_and_towers:pillager_outpost_wooded_badlands, HEADING, header:ignore, 0, 0, 0
502, towns_and_towers:pillager_outpost_wooded_badlands, MONSTER, minecraft:pillager, 10, 1, 2
503, incendium:pipeline, HEADING, header:ignore, 0, 0, 0
504, dungeons_arise:plague_asylum, HEADING, header:ignore, 0, 0, 0
505, valhelsia_structures:player_house, HEADING, header:ignore, 0, 0, 0
506, blue_skies:poison_dungeon, HEADING, header:ignore, 0, 0, 0
507, blue_skies:poison_dungeon, MONSTER, minecraft:cave_spider, 10, 1, 1
508, blue_skies:poison_dungeon, MONSTER, blue_skies:venom_spider, 10, 1, 1
509, imst:pyramid, HEADING, header:ignore, 0, 0, 0
510, imst:quarry, HEADING, header:ignore, 0, 0, 0
511, incendium:quartz_kitchen, HEADING, header:ignore, 0, 0, 0
512, twilightforest:quest_grove, HEADING, header:ignore, 0, 0, 0
513, totw_modded:ratlantis, HEADING, header:ignore, 0, 0, 0
514, totw_modded:regular, HEADING, header:ignore, 0, 0, 0
515, totw_reworked:regular, HEADING, header:ignore, 0, 0, 0
516, ribbits:ribbit_village, HEADING, header:ignore, 0, 0, 0
517, nova_structures:ruin_town, HEADING, header:ignore, 0, 0, 0
518, cataclysm:ruined_citadel, HEADING, header:ignore, 0, 0, 0
519, cataclysm:ruined_citadel, MONSTER, cataclysm:endermaptera, 10, 1, 1
520, incendium:ruined_lab, HEADING, header:ignore, 0, 0, 0
521, minecraft:ruined_portal, HEADING, header:ignore, 0, 0, 0
522, minecraft:ruined_portal_desert, HEADING, header:ignore, 0, 0, 0
523, minecraft:ruined_portal_jungle, HEADING, header:ignore, 0, 0, 0
524, minecraft:ruined_portal_mountain, HEADING, header:ignore, 0, 0, 0
525, minecraft:ruined_portal_nether, HEADING, header:ignore, 0, 0, 0
526, minecraft:ruined_portal_ocean, HEADING, header:ignore, 0, 0, 0
527, minecraft:ruined_portal_swamp, HEADING, header:ignore, 0, 0, 0
528, graveyard:ruins, HEADING, header:ignore, 0, 0, 0
529, graveyard:ruins, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
530, graveyard:ruins, MONSTER, graveyard:revenant, 45, 1, 3
531, graveyard:ruins, MONSTER, graveyard:ghoul, 50, 1, 2
532, betterarcheology:ruins_sand, HEADING, header:ignore, 0, 0, 0
533, 1_splatus:sanctum, HEADING, header:ignore, 0, 0, 0
534, incendium:sanctum, HEADING, header:ignore, 0, 0, 0
535, dungeons_arise:scorched_mines, HEADING, header:ignore, 0, 0, 0
536, aquamirae:shelter, HEADING, header:ignore, 0, 0, 0
537, aquamirae:ship, HEADING, header:ignore, 0, 0, 0
538, aquamirae:ship, MONSTER, minecraft:pillager, 10, 1, 2
539, aquamirae:ship, MONSTER, minecraft:vindicator, 10, 1, 1
540, medieval_buildings:ship, HEADING, header:ignore, 0, 0, 0
541, minecolonies:ship, HEADING, header:ignore, 0, 0, 0
542, minecraft:shipwreck, HEADING, header:ignore, 0, 0, 0
543, minecraft:shipwreck, MONSTER, alexsmobs:skelewag, 10, 1, 2
544, minecraft:shipwreck_beached, HEADING, header:ignore, 0, 0, 0
545, dungeons_arise:shiraz_palace, HEADING, header:ignore, 0, 0, 0
546, minecolonies:shire_colony, HEADING, header:ignore, 0, 0, 0
547, minecolonies:shire_colony, CREATURE, minecraft:cat, 80, 1, 2
548, shrines:shrine_of_savanna, HEADING, header:ignore, 0, 0, 0
549, nova_structures:skeleton_camp_crimson, HEADING, header:ignore, 0, 0, 0
550, nova_structures:skeleton_camp_soul, HEADING, header:ignore, 0, 0, 0
551, nova_structures:skeleton_camp_warped, HEADING, header:ignore, 0, 0, 0
552, nova_structures:skeleton_camp_waste, HEADING, header:ignore, 0, 0, 0
553, betterdungeons:skeleton_dungeon, HEADING, header:ignore, 0, 0, 0
554, betterdungeons:skeleton_dungeon, MONSTER, minecraft:skeleton, 80, 4, 15
555, dungeons_arise:small_blimp, HEADING, header:ignore, 0, 0, 0
556, mss:small_deepslate_house, HEADING, header:ignore, 0, 0, 0
557, graveyard:small_desert_grave, HEADING, header:ignore, 0, 0, 0
558, graveyard:small_desert_graveyard, HEADING, header:ignore, 0, 0, 0
559, graveyard:small_desert_graveyard, MONSTER, minecraft:vindicator, 10, 1, 1
560, graveyard:small_desert_graveyard, MONSTER, minecraft:pillager, 10, 1, 1
561, betterdungeons:small_dungeon, HEADING, header:ignore, 0, 0, 0
562, graveyard:small_grave, HEADING, header:ignore, 0, 0, 0
563, graveyard:small_graveyard, HEADING, header:ignore, 0, 0, 0
564, graveyard:small_graveyard, MONSTER, graveyard:skeleton_creeper, 35, 1, 1
565, graveyard:small_graveyard, MONSTER, graveyard:revenant, 45, 1, 3
566, graveyard:small_graveyard, MONSTER, graveyard:ghoul, 50, 1, 2
567, twilightforest:small_hollow_hill, HEADING, header:ignore, 0, 0, 0
568, graveyard:small_mountain_grave, HEADING, header:ignore, 0, 0, 0
569, betterdungeons:small_nether_dungeon, HEADING, header:ignore, 0, 0, 0
570, mss:small_oak_house, HEADING, header:ignore, 0, 0, 0
571, shrines:small_player_house, HEADING, header:ignore, 0, 0, 0
572, mss:small_pond, HEADING, header:ignore, 0, 0, 0
573, dungeons_arise:small_prairie_house, HEADING, header:ignore, 0, 0, 0
574, graveyard:small_savanna_grave, HEADING, header:ignore, 0, 0, 0
575, shrines:small_temple, HEADING, header:ignore, 0, 0, 0
576, mss:small_tower, HEADING, header:ignore, 0, 0, 0
577, illagerinvasion:sorcerer_hut, HEADING, header:ignore, 0, 0, 0
578, cataclysm:soul_black_smith, HEADING, header:ignore, 0, 0, 0
579, valhelsia_structures:spawner_dungeon, HEADING, header:ignore, 0, 0, 0
580, valhelsia_structures:spawner_room, HEADING, header:ignore, 0, 0, 0
581, betterdungeons:spider_dungeon, HEADING, header:ignore, 0, 0, 0
582, betterdungeons:spider_dungeon, MONSTER, minecraft:spider, 80, 4, 15
583, betterdungeons:spider_dungeon, MONSTER, minecraft:cave_spider, 50, 4, 8
584, mss:spruce_huts, HEADING, header:ignore, 0, 0, 0
585, verdantvibes:spruce_overgrown_hut, HEADING, header:ignore, 0, 0, 0
586, betterarcheology:stonehenge_grassy, HEADING, header:ignore, 0, 0, 0
587, nova_structures:stray_fort, HEADING, header:ignore, 0, 0, 0
588, nova_structures:stray_fort, MONSTER, minecraft:stray, 10, 1, 32
589, betterstrongholds:stronghold, HEADING, header:ignore, 0, 0, 0
590, minecraft:stronghold, HEADING, header:ignore, 0, 0, 0
591, imst:sunflower_farm, HEADING, header:ignore, 0, 0, 0
592, cataclysm:sunken_city, HEADING, header:ignore, 0, 0, 0
593, minecraft:swamp_hut, HEADING, header:ignore, 0, 0, 0
594, minecraft:swamp_hut, MONSTER, minecraft:witch, 10, 1, 1
595, minecraft:swamp_hut, CREATURE, minecraft:cat, 10, 1, 1
596, mss:taiga, HEADING, header:ignore, 0, 0, 0
597, shrines:tall_player_house, HEADING, header:ignore, 0, 0, 0
598, paraglider:tarrey_town_goddess_statue, HEADING, header:ignore, 0, 0, 0
599, nova_structures:tavern_acacia, HEADING, header:ignore, 0, 0, 0
600, nova_structures:tavern_birch, HEADING, header:ignore, 0, 0, 0
601, nova_structures:tavern_cherry, HEADING, header:ignore, 0, 0, 0
602, nova_structures:tavern_dark_oak, HEADING, header:ignore, 0, 0, 0
603, nova_structures:tavern_desert, HEADING, header:ignore, 0, 0, 0
604, nova_structures:tavern_jungle, HEADING, header:ignore, 0, 0, 0
605, nova_structures:tavern_mangrove, HEADING, header:ignore, 0, 0, 0
606, nova_structures:tavern_oak, HEADING, header:ignore, 0, 0, 0
607, nova_structures:tavern_snowy, HEADING, header:ignore, 0, 0, 0
608, nova_structures:tavern_spruce, HEADING, header:ignore, 0, 0, 0
609, nova_structures:tavern_swamp, HEADING, header:ignore, 0, 0, 0
610, betterarcheology:temple_jungle, HEADING, header:ignore, 0, 0, 0
611, imst:terralith/yurt, HEADING, header:ignore, 0, 0, 0
612, dungeons_arise:thornborn_towers, HEADING, header:ignore, 0, 0, 0
613, medieval_buildings:tower, HEADING, header:ignore, 0, 0, 0
614, valhelsia_structures:tower_ruin, HEADING, header:ignore, 0, 0, 0
615, shrines:trader_house, HEADING, header:ignore, 0, 0, 0
616, minecraft:trail_ruins, HEADING, header:ignore, 0, 0, 0
617, imst:train_station, HEADING, header:ignore, 0, 0, 0
618, imst:train_station, MONSTER, minecraft:pillager, 10, 1, 1
619, mss:tree_1, HEADING, header:ignore, 0, 0, 0
620, mss:tree_2, HEADING, header:ignore, 0, 0, 0
621, mss:tree_3, HEADING, header:ignore, 0, 0, 0
622, mss:tree_4, HEADING, header:ignore, 0, 0, 0
623, mss:tree_5, HEADING, header:ignore, 0, 0, 0
624, mss:tree_6, HEADING, header:ignore, 0, 0, 0
625, mss:tree_7, HEADING, header:ignore, 0, 0, 0
626, mss:tree_8, HEADING, header:ignore, 0, 0, 0
627, twilightforest:troll_cave, HEADING, header:ignore, 0, 0, 0
628, betterarcheology:tumulus_grassy, HEADING, header:ignore, 0, 0, 0
629, totw_modded:tw_canopy, HEADING, header:ignore, 0, 0, 0
630, totw_modded:tw_mangrove, HEADING, header:ignore, 0, 0, 0
631, dungeons_arise:typhon, HEADING, header:ignore, 0, 0, 0
632, nova_structures:undead_crypt, HEADING, header:ignore, 0, 0, 0
633, dungeons_arise:undead_pirate_ship, HEADING, header:ignore, 0, 0, 0
634, paraglider:underground_horned_statue, HEADING, header:ignore, 0, 0, 0
635, nova_structures:underground_house, HEADING, header:ignore, 0, 0, 0
636, betterarcheology:underwater_0, HEADING, header:ignore, 0, 0, 0
637, betterarcheology:underwater_1, HEADING, header:ignore, 0, 0, 0
638, betterarcheology:underwater_2, HEADING, header:ignore, 0, 0, 0
639, betterarcheology:underwater_3, HEADING, header:ignore, 0, 0, 0
640, totw_modded:venus, HEADING, header:ignore, 0, 0, 0
641, imst:viking_house, HEADING, header:ignore, 0, 0, 0
642, imst:viking_house, MONSTER, minecraft:pillager, 10, 1, 1
643, towns_and_towers:village_badlands, HEADING, header:ignore, 0, 0, 0
644, wythers:village_badlands, HEADING, header:ignore, 0, 0, 0
645, wythers:village_badlands_desert, HEADING, header:ignore, 0, 0, 0
646, towns_and_towers:village_beach, HEADING, header:ignore, 0, 0, 0
647, towns_and_towers:village_birch_forest, HEADING, header:ignore, 0, 0, 0
648, blue_skies:village_brightlands, HEADING, header:ignore, 0, 0, 0
649, blue_skies:village_calming_skies, HEADING, header:ignore, 0, 0, 0
650, blue_skies:village_crystal_dunes, HEADING, header:ignore, 0, 0, 0
651, minecraft:village_desert, HEADING, header:ignore, 0, 0, 0
652, towns_and_towers:village_flower_forest, HEADING, header:ignore, 0, 0, 0
653, towns_and_towers:village_forest, HEADING, header:ignore, 0, 0, 0
654, towns_and_towers:village_grove, HEADING, header:ignore, 0, 0, 0
655, nova_structures:village_jungle, HEADING, header:ignore, 0, 0, 0
656, towns_and_towers:village_jungle, HEADING, header:ignore, 0, 0, 0
657, towns_and_towers:village_meadow, HEADING, header:ignore, 0, 0, 0
658, towns_and_towers:village_mushroom_fields, HEADING, header:ignore, 0, 0, 0
659, towns_and_towers:village_ocean, HEADING, header:ignore, 0, 0, 0
660, towns_and_towers:village_old_growth_taiga, HEADING, header:ignore, 0, 0, 0
661, minecraft:village_plains, HEADING, header:ignore, 0, 0, 0
662, minecraft:village_savanna, HEADING, header:ignore, 0, 0, 0
663, towns_and_towers:village_savanna_plateau, HEADING, header:ignore, 0, 0, 0
664, blue_skies:village_shaded_woodlands, HEADING, header:ignore, 0, 0, 0
665, blue_skies:village_slushlands, HEADING, header:ignore, 0, 0, 0
666, minecraft:village_snowy, HEADING, header:ignore, 0, 0, 0
667, towns_and_towers:village_snowy_slopes, HEADING, header:ignore, 0, 0, 0
668, towns_and_towers:village_snowy_taiga, HEADING, header:ignore, 0, 0, 0
669, towns_and_towers:village_sparse_jungle, HEADING, header:ignore, 0, 0, 0
670, towns_and_towers:village_sunflower_plains, HEADING, header:ignore, 0, 0, 0
671, blue_skies:village_sunset_maple_forest, HEADING, header:ignore, 0, 0, 0
672, nova_structures:village_swamp, HEADING, header:ignore, 0, 0, 0
673, swampier_swamps:village_swamp, HEADING, header:ignore, 0, 0, 0
674, towns_and_towers:village_swamp, HEADING, header:ignore, 0, 0, 0
675, minecraft:village_taiga, HEADING, header:ignore, 0, 0, 0
676, towns_and_towers:village_wooded_badlands, HEADING, header:ignore, 0, 0, 0
677, wythers:village_wooded_badlands, HEADING, header:ignore, 0, 0, 0
678, betterarcheology:villager_grave, HEADING, header:ignore, 0, 0, 0
679, bosses_of_mass_destruction:void_blossom, HEADING, header:ignore, 0, 0, 0
680, mss:volcano, HEADING, header:ignore, 0, 0, 0
681, minecolonies:warpednetherlands_colony, HEADING, header:ignore, 0, 0, 0
682, minecolonies:warpednetherlands_colony, CREATURE, minecraft:cat, 80, 1, 2
683, shrines:watch_tower, HEADING, header:ignore, 0, 0, 0
684, shrines:water_shrine, HEADING, header:ignore, 0, 0, 0
685, supplementaries:way_sign, HEADING, header:ignore, 0, 0, 0
686, nova_structures:well_birch, HEADING, header:ignore, 0, 0, 0
687, nova_structures:well_dark_oak, HEADING, header:ignore, 0, 0, 0
688, nova_structures:well_jungle, HEADING, header:ignore, 0, 0, 0
689, nova_structures:well_oak, HEADING, header:ignore, 0, 0, 0
690, nova_structures:well_savana, HEADING, header:ignore, 0, 0, 0
691, nova_structures:well_spruce, HEADING, header:ignore, 0, 0, 0
692, mss:white_house, HEADING, header:ignore, 0, 0, 0
693, nova_structures:wild_ruin, HEADING, header:ignore, 0, 0, 0
694, dungeons_arise:wishing_well, HEADING, header:ignore, 0, 0, 0
695, imst:witch_hut, HEADING, header:ignore, 0, 0, 0
696, imst:witch_hut, MONSTER, minecraft:witch, 10, 1, 1
697, valhelsia_structures:witch_hut, HEADING, header:ignore, 0, 0, 0
698, valhelsia_structures:witch_hut, MONSTER, minecraft:witch, 10, 1, 1
699, valhelsia_structures:witch_hut, CREATURE, minecraft:cat, 10, 1, 1
700, nova_structures:witch_villa, HEADING, header:ignore, 0, 0, 0
701, shrines:world_tree_manor, HEADING, header:ignore, 0, 0, 0
702, towns_and_towers:wreckage_ocean, HEADING, header:ignore, 0, 0, 0
703, twilightforest:yeti_cave, HEADING, header:ignore, 0, 0, 0
704, betterdungeons:zombie_dungeon, HEADING, header:ignore, 0, 0, 0
705, betterdungeons:zombie_dungeon, MONSTER, minecraft:zombie, 80, 4, 15
